CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600000,Client_0,430.0404993732784,Spain,Female,53.571259827235004,8,14588.04986458492,2,1,1,168816.7286130307,0
15600001,Client_1,782.2342503047912,France,Female,70.67376212002047,2,102460.44035597448,1,0,0,181291.96807537097,1
15600002,Client_2,739.0522582806957,Germany,Female,45.80706043486531,7,-423.24413044231466,1,0,1,202068.14873906662,1
15600003,Client_3,605.6488244177665,France,Male,33.99973872634075,2,87770.57905816619,2,1,0,73743.58731643346,0
15600004,Client_4,445.056815521577,Germany,Female,64.88820044716626,10,4215.914893202762,2,0,1,108929.09242487082,0
15600005,Client_5,447.3102316231652,Spain,Male,80.6806448065494,6,66083.0477199972,4,1,1,180220.700896718,0
15600006,Client_6,566.8404073804383,Germany,Male,61.91182423307801,4,64674.685329308675,3,1,1,94710.50599597985,1
15600007,Client_7,373.97639795732454,Spain,Female,79.90691278226264,0,146262.21457617843,2,0,1,80223.50946540646,0
15600008,Client_8,463.9561606980054,Spain,Female,19.632705031690765,10,22389.236398729627,1,1,0,26962.869740656293,0
15600009,Client_9,476.2824365635964,Germany,Female,64.65556610229439,3,236105.90852180365,1,1,1,86774.58153213706,0
15600010,Client_10,837.7433442331928,Spain,Male,74.82032384305711,10,209637.2308596483,2,1,1,22270.55011867798,1
15600011,Client_11,563.5970377163031,Germany,Female,43.87562626229019,8,159178.39871118,2,0,1,72528.15650781835,0
15600012,Client_12,671.6002811066364,Spain,Female,23.01552108280988,7,232669.24427780474,2,0,0,64175.05202307715,0
15600013,Client_13,829.7393347995567,France,Male,72.1715439397649,2,13696.87497241509,2,0,1,124645.03247618399,0
15600014,Client_14,423.72493645414255,France,Female,26.613622844823933,1,122944.38781321647,2,0,1,75853.37696346224,0
15600015,Client_15,714.6009531806028,Spain,Female,86.44550245592794,10,129.85633763264843,2,0,0,87304.51982348962,1
15600016,Client_16,441.3356362635709,Spain,Male,75.95932936463795,8,79775.20137587778,1,1,0,65776.9171494338,0
15600017,Client_17,726.9012632650041,Germany,Male,80.77369576612315,0,26183.581119404407,1,1,0,116555.1790231415,0
15600018,Client_18,518.9950556952791,France,Male,73.00466802995162,8,10930.453087080463,1,0,0,83065.08533770512,0
15600019,Client_19,464.67068810794876,Germany,Male,90.38106990055513,6,-49.96191366911749,2,0,1,197982.7833362858,0
15600020,Client_20,511.7541174653703,Spain,Male,27.126603345410917,1,137306.7899911356,1,1,1,180358.6783175932,1
15600021,Client_21,665.3373748020073,Spain,Female,24.441916805753092,10,38556.281814551556,2,0,0,53267.373217101565,0
15600022,Client_22,588.4225723192225,Germany,Female,70.21924735768356,4,-19387.601647980933,3,1,0,87897.67453945604,0
15600023,Client_23,702.5950410296334,Spain,Male,35.98656358301958,1,-2176.1618283373728,2,0,0,132572.07873769847,0
15600024,Client_24,854.8184041372393,France,Female,71.10606624691577,4,13830.990466690602,1,0,1,14916.707994323506,0
15600025,Client_25,736.2589790759924,Germany,Female,56.90204307483437,6,-11520.223067869294,1,1,0,36380.96320088845,1
15600026,Client_26,626.6060164114164,France,Male,49.64223049182565,4,131727.32901330572,1,0,1,54539.52761786522,1
15600027,Client_27,736.5009522231022,France,Male,50.783814222506805,1,111366.8495482277,4,1,0,82994.70807038352,0
15600028,Client_28,518.5027880233857,France,Male,68.90363802481482,10,28263.675420630516,2,1,1,183311.21228330146,0
15600029,Client_29,778.4280445322645,Germany,Female,70.64521497524456,4,33073.87032886055,1,1,1,18156.221109936116,0
15600030,Client_30,671.7502675867564,Spain,Male,30.953850237611018,9,1607.1057773230664,1,1,0,24096.84197453328,0
15600031,Client_31,530.8813943451999,France,Female,32.35187126385021,5,192917.5982887729,2,1,0,122337.02097357437,0
15600032,Client_32,811.762509081771,France,Female,29.394575095076732,4,37668.38178088578,1,1,1,75775.50083322542,0
15600033,Client_33,610.7946433006246,France,Female,39.15229404021226,1,-9085.98515229495,1,0,0,40637.43637858793,0
15600034,Client_34,337.4154197836881,Spain,Female,60.08862649994684,5,3528.165748410761,1,1,0,139284.05579876227,0
15600035,Client_35,622.3374935440856,Spain,Male,23.786812563058557,5,171664.11194535368,1,1,1,58562.52009523748,0
15600036,Client_36,609.2470567280828,Germany,Female,42.95995074781212,1,4148.58350103065,1,0,1,113563.30189203005,0
15600037,Client_37,716.6752528549498,Spain,Male,23.124745121511147,3,17481.698889524294,2,1,0,84870.37432228008,0
15600038,Client_38,428.2377198323525,Germany,Female,75.83941839297103,6,10226.48540147596,1,0,0,73447.39611765734,1
15600039,Client_39,820.9087698285902,Germany,Male,37.87900830578233,0,-10794.882033070295,1,1,1,143364.95592074734,0
15600040,Client_40,379.86496896939076,Germany,Male,21.817507895775638,0,142169.73206471372,1,1,0,128558.82300464733,0
15600041,Client_41,539.1857804845989,Germany,Male,80.85870474793036,10,105115.47835018321,2,1,1,99151.743962625,0
15600042,Client_42,829.4649048413999,Germany,Female,17.07001362485741,10,9552.222998183048,1,1,1,44081.143404158494,0
15600043,Client_43,491.41874253800944,France,Female,57.80943973379402,5,4291.671618178157,1,0,1,116638.5716068707,0
15600044,Client_44,829.8289370048344,Spain,Female,88.02532291177435,6,147039.26463943155,1,0,1,146278.08684417978,0
15600045,Client_45,594.929162526978,France,Male,70.75107003793183,4,13500.469928274071,2,0,1,151618.49279277207,0
15600046,Client_46,507.3480960266808,Germany,Female,41.76038680808226,9,20255.710298795988,2,0,0,70555.58471014177,0
15600047,Client_47,808.0055815021166,Spain,Female,61.19997979452438,7,-3500.5777070809722,4,0,1,53024.97676120713,1
15600048,Client_48,531.0080817931575,France,Female,17.97720761425471,10,91356.7693917751,2,0,1,158162.197914176,0
15600049,Client_49,771.4547498647923,France,Male,22.596966455913464,3,32118.490560231086,2,0,1,102728.29590355605,0
15600050,Client_50,445.3434719364241,Germany,Female,79.86957748435002,2,179227.15440461447,2,0,0,83837.80614161391,0
15600051,Client_51,724.507473502591,France,Female,63.90191625790711,6,83335.78088216996,2,0,0,54563.91387467986,0
15600052,Client_52,409.5448373435038,France,Male,82.96139501405568,3,49151.42816241866,2,1,1,82688.34135696804,0
15600053,Client_53,571.9130322276084,France,Male,88.81954038912617,0,112473.68898960052,1,0,1,126819.84570496569,0
15600054,Client_54,655.7861412550658,France,Male,47.77198438955516,10,10297.455920997807,2,1,0,93835.25755773124,0
15600055,Client_55,472.3478598420942,France,Male,27.56236187133709,7,1816.6277111529453,1,0,1,182923.6919012605,0
15600056,Client_56,803.7414050527134,Germany,Male,62.31299491694662,4,16066.287042501473,2,1,1,16329.318910753926,0
15600057,Client_57,649.6214085536648,Germany,Male,33.492238890705856,7,89203.6422653285,2,0,1,42594.627708139815,1
15600058,Client_58,486.88357706582275,France,Female,34.820655348992695,7,205538.44109333682,2,1,0,132330.84332110934,0
15600059,Client_59,394.94061952536754,Germany,Female,58.573599055479264,4,202079.60677298784,2,0,0,134322.802185025,0
15600060,Client_60,710.3318872920089,Germany,Male,87.6333242686346,7,11649.05830980094,1,0,0,59147.46540882216,1
15600061,Client_61,528.0795587106477,Spain,Female,49.38199482769675,6,81053.11664587492,3,0,0,183543.9411895802,0
15600062,Client_62,625.7882550324236,France,Male,82.10988656113504,2,7081.686106679446,4,1,0,95136.31009343803,1
15600063,Client_63,718.7826352833599,Germany,Female,77.5833057380361,3,216306.05423574016,4,0,1,84998.91112259748,1
15600064,Client_64,464.3154447247556,Germany,Male,67.76991943274298,10,250363.13378589036,2,1,0,185748.79487693656,1
15600065,Client_65,683.5479764521767,France,Male,67.74486152278718,6,79665.46420360304,2,1,1,100467.4116508233,0
15600066,Client_66,369.491140633639,Spain,Female,16.435853673599404,3,238924.27785410918,1,1,0,117226.39727740605,0
15600067,Client_67,557.7648277819299,France,Female,29.40285763527825,5,140220.13295707144,1,0,1,107448.1466225288,0
15600068,Client_68,615.6875245066601,Spain,Female,34.72755940146854,1,-2056.12882145607,1,1,1,40554.03855031133,0
15600069,Client_69,702.2179621615174,France,Female,50.5764050880007,1,3086.3533851183984,1,1,0,202686.02046351234,0
15600070,Client_70,403.1244549310255,France,Female,26.581368085091462,2,234244.35428436066,4,1,0,17615.263798289223,0
15600071,Client_71,748.8326884008949,France,Female,85.7963701542413,9,151562.81794858677,2,1,1,193167.86669067462,0
15600072,Client_72,677.3465704457379,France,Female,52.12718398609118,6,24552.1302779282,3,1,1,93716.44670028824,1
15600073,Client_73,430.4488152177142,Spain,Female,85.2656703495497,2,10452.634960747819,1,1,0,44900.13086070669,0
15600074,Client_74,685.9641779441232,Spain,Male,47.51674227037869,2,5634.149405662645,1,1,1,42115.41442199051,1
15600075,Client_75,764.247902132586,Germany,Female,55.39971245455632,3,235385.38972308926,1,1,1,140702.6508231652,0
15600076,Client_76,802.7045594343319,France,Female,41.172305954747074,9,252202.26207787832,1,1,1,142060.49140705398,0
15600077,Client_77,784.0105124140262,Spain,Male,84.60188607366031,5,85802.15701620471,2,0,1,172467.6533613913,0
15600078,Client_78,630.1333465536663,Spain,Male,60.72420510055703,0,5261.4855575734,2,1,0,54874.468171098444,0
15600079,Client_79,774.5719053876869,Spain,Male,74.40164115311624,5,113674.4581637653,1,1,1,77121.09897822406,0
15600080,Client_80,387.031157144859,France,Male,71.35630882931615,7,218701.1160589001,2,1,0,201896.98549558534,1
15600081,Client_81,548.7728835457091,Germany,Female,38.63481143795203,7,190417.79787144184,2,1,1,94259.17436329086,0
15600082,Client_82,461.8395320439432,Spain,Female,71.68492153399299,5,-21277.606568164778,1,0,1,98096.0277359049,0
15600083,Client_83,745.814545252005,France,Male,26.732959596959063,5,113263.62234425245,4,0,0,78478.86218790685,0
15600084,Client_84,401.04057287935115,Spain,Male,38.46601033449418,2,12573.167453382917,2,0,1,182473.66609940515,1
15600085,Client_85,675.8996018393842,Spain,Female,63.537523394404054,1,231648.25802280667,2,1,0,78626.03249726386,0
15600086,Client_86,723.5561696576889,Germany,Female,82.65455447721192,6,64557.29293099242,2,0,1,133449.25711710015,0
15600087,Client_87,348.0185331929023,Spain,Female,68.06417551522608,7,145038.39238801028,1,0,0,39325.986696608874,0
15600088,Client_88,713.4250332166407,Spain,Female,41.39253068906968,9,147942.19843030814,2,1,1,115960.63899748428,0
15600089,Client_89,390.85739528329924,France,Male,76.07198884927791,5,191892.58415961196,1,1,1,192308.00619691343,0
15600090,Client_90,462.42135793342254,France,Female,75.00718380104267,4,-14565.623125323611,2,1,1,154135.4727858939,0
15600091,Client_91,595.0404117088182,Germany,Male,31.14365169405387,3,-8545.897630310496,2,1,1,25587.02729992884,0
15600092,Client_92,613.8923237046613,France,Male,30.933477579988,0,3641.19541027122,1,0,1,131178.74743643645,0
15600093,Client_93,823.3413382475864,France,Male,62.82584323933603,8,67075.72093726999,1,1,0,127465.7292681295,1
15600094,Client_94,574.7250673645704,Germany,Female,79.87375472140535,10,-2530.4952831320243,3,1,1,66034.63506646318,0
15600095,Client_95,736.7534357438001,Spain,Male,27.277707909264393,9,52693.45659507081,2,0,1,181064.77100851567,0
15600096,Client_96,574.8597824099052,Germany,Female,59.556532437639675,3,8955.78573992235,2,0,1,156819.37121688074,0
15600097,Client_97,427.17592040248417,France,Male,47.81212963308658,1,-687.5836771933343,1,1,0,130200.73399240343,1
15600098,Client_98,546.7572993234334,Germany,Female,68.83427961422116,3,8375.640705782806,2,0,0,165177.45486466863,0
15600099,Client_99,529.7467776500716,Spain,Male,21.717233259410825,10,186686.0222813294,1,1,0,72028.2930914507,0
15600100,Client_100,852.5784657702246,Germany,Male,87.74694118182981,4,203802.52022369977,1,1,1,184956.40291690046,0
15600101,Client_101,833.9844368769598,France,Female,71.85221523002419,1,6000.257185195086,1,1,0,143599.7708008611,0
15600102,Client_102,616.517007675985,France,Female,78.26006762456791,6,171359.4153240615,3,1,1,79931.40617202906,0
15600103,Client_103,723.8890156179345,Germany,Male,43.98084531770652,2,99600.5327862515,2,1,0,54449.2422376671,0
15600104,Client_104,655.5396531706892,Spain,Male,90.85604787371744,7,2590.0205101860956,1,0,1,141159.42317995676,0
15600105,Client_105,648.3813717181619,Germany,Female,98.1788645230556,3,208006.98050628326,2,0,0,32585.6217239383,0
